Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
40608,John Howard Society of Saskatchewan v. Saskatchewan (Attorney General),"[Intervener] Attorney General of Canada -> B.J. Wray, Anusha Aruliah
[Intervener] Alberta Prison Justice Society -> Avnish Nanda
[Intervener] Federation of Sovereign Indigenous Nations -> Michael Seed, Leif Jensen
[Intervener] Aboriginal Legal Services -> Emily Hill, Maxwell Hill
[Intervener] British Columbia Civil Liberties Association -> Alexandra Belley-McKinnon, Jean-Philippe Groleau, Molly Krishtalka
[Intervener] Criminal Lawyers' Association (Ontario) -> Eric S. Neubauer, Paul Socka
[Intervener] Queen's Prison Law Clinic -> Samara Secter, Wesley Dutcher-Walls
[Intervener] Association des avocats.es carcéralistes du Québec -> Louis-Alexandre Hébert-Gosselin, André Lespérance
[Intervener] Canadian Civil Liberties Association -> Alexa Biscaro, Erika Anschuetz
[Intervener] Canadian Prison Law Association -> Jessica Magonet
[Intervener] West Coast Prison Justice Society -> David Honeyman
[Intervener] Attorney General of Ontario -> Andrea Bolieiro, Emily Owens
[Intervener] Attorney General of Alberta -> John-Marc Dube, Nicholas Trofimuk
[Intervener] Attorney General of British Columbia -> Chantelle Rajotte, Trevor Bant
[Intervener] Attorney General of Quebec -> Christophe Achdjian, Jean-Vincent Lacroix",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20907/index.do
40498,R. v. Hodgson,"[Intervener] Attorney General of Ontario -> Susan L. Reid, Manasvin Goswami
[Intervener] Criminal Trial Lawyers' Association -> Daniel J. Song, K.C., Stacey M. Purser",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20276/index.do
40241,Canada (Attorney General) v. Power,"[Intervener] Attorney General of Ontario -> Ravi Amarnath, S. Zachary Green
[Intervener] Attorney General of Quebec -> François Hénault, Jean-Vincent Lacroix
[Intervener] Attorney General of Nova Scotia -> Edward A. Gores, K.C., Samantha Parris
[Intervener] Attorney General of New Brunswick -> Rose Campbell, Isabel Lavoie Daigle
[Intervener] Attorney General of Manitoba -> Charles Murray, Julie Winter
[Intervener] Attorney General of British Columbia -> Nicholas Isaac, Emily Lapper, Steven Davis
[Intervener] Attorney General of Prince Edward Island -> Michael Fleischmann
[Intervener] Attorney General of Saskatchewan -> Theodore Litowski
[Intervener] Attorney General of Alberta -> David N. Kamal
[Intervener] Attorney General of Newfoundland and Labrador -> Mark Sheppard, Justin S.C. Mellor, Eugene H. Chao
[Intervener] Fisher River Cree Nation, Sioux Valley Dakota Nation, Manto Sipi Cree Nation, and Lake Manitoba First Nation -> Mohsen Seddigh, Adil Abdulla, Shawn Scarcello, Alyssa Cloutier, Harold Cochrane, K.C.
[Intervener] Quebec Native Women Inc. -> David Schulze, Sara Andrade, Marie-Eve Dumont
[Intervener] Speaker of the Senate -> Marc-André Roy, Anne Burgess, Maxime Faille
[Intervener] David Asper Centre for Constitutional Rights -> Megan Stephens, Neil Abraham
[Intervener] Canadian Civil Liberties Association -> Andrew K. Lokan, Mariam Moktar
[Intervener] Canadian Constitution Foundation -> George Avraam, Jennifer R. Bernardo, Rono Khan
[Intervener] Queen's Prison Law Clinic -> James Sayce, Vlad Calina, Caitlin Leach
[Intervener] John Howard Society of Canada -> Connor Bildfell, Simon Bouthillier
[Intervener] British Columbia Civil Liberties Association -> Emily MacKinnon, Brodie Noga, Emily Wang
[Intervener] West Coast Prison Justice Society -> Alexa Biscaro, Sarah Ivany
[Intervener] Speaker of the House of Commons -> Alyssa Tomkins, John J. Wilson",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20546/index.do
40396,Poonian v. British Columbia (Securities Commission),"[Intervener] Canadian Association of Insolvency and Restructuring Professionals -> C. Haddon Murray, Heather Fisher
[Intervener] Attorney General of Saskatchewan -> Jared G. Biden
[Intervener] Superintendent of Bankruptcy -> Zoe Oxaal, Roy Lee
[Intervener] Federation of Law Societies of Canada -> Claire E. Hunter, KC, Devin Eeg
[Intervener] Alberta Securities Commission -> Raphael T. Eghan, Michael Beeforth, Brandon Barnes Trickett, Kelly Osaka
[Intervener] Attorney General of Ontario -> Susan Keenan, Jacob Eidinger
[Intervener] Ontario Securities Commission -> Erin Hoult, Khrystina McMillan, Namita Balgi
[Intervener] Attorney General of British Columbia -> Cindy Cheuk, Heather Wellman, Tara Callan, John Lovell, Aaron Welch
[Intervener] Osgoode Investor Protection Clinic -> Stephen Aylward, Karen Bernofsky",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20555/index.do
39917,R. v. Brunelle,"[Intervener] Director of Public Prosecutions (Quebec) -> Nicolas Abran, Benoit Larouche, Julien Beauchamp-Laliberté, Pauline Lachance
[Intervener] Director of Public Prosecutions (Canada) -> Mathieu Stanton, Éric Marcoux
[Intervener] Attorney General of Ontario -> Holly Loubert, Vallery Bayly
[Intervener] Attorney General of Quebec -> Catheryne Bélanger, François Hénault
[Intervener] Attorney General of British Columbia -> Micah Rankin, K.C.
[Intervener] Attorney General of Alberta -> Andrew Barg
[Intervener] Criminal Lawyers' Association (Ontario) -> Andrew Burgess
[Intervener] Association québécoise des avocats et avocates de la défense -> Ariane Gagnon-Rocque, Maude Cloutier
[Intervener] Association des avocats de la défense de Montréal-Laval-Longueil -> Molly Krishtalka, Alexandra Belley-McKinnon, Geoffrey Huet",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20255/index.do
40166,Aquino v. Bondfield Construction Co.,"[Intervener] Attorney General of Ontario -> Dona Salmon, Jennifer Boyczuk
[Intervener] Insolvency Institute of Canada -> Natasha MacParland, Chanakya A. Sethi, Rui Gao",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20694/index.do
40937,R. v. Sabiston,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20696/index.do
40558,R. v. Wolfe,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20701/index.do
40428,R. v. Archambault,"[Intervener] Attorney General of Ontario -> E. Nicole Rivers, Raoof Zamanifar
[Intervener] Association québécoise des avocats et avocates de la défense et de l'Association des avocats de la défense de Montréal-Laval-Longueuil -> Gabriel Babineau, Vincent R. Paquet, Elisabeth Beauchamp
[Intervener] Criminal Lawyers' Association (Ontario) -> Adam Weisberg
[Intervener] Canadian Civil Liberties Association -> Janani Shanmuganathan, Owen Goddard
[Intervener] Attorney General of Canada -> John Provart, Erin Morgan",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20723/index.do
40582,Auer v. Auer,"[Intervener] Attorney General of British Columbia -> Emily Lapper, Christine Bant
[Intervener] Trial Lawyers Association of British Columbia -> Aubin P. Calvert, Devin Eeg
[Intervener] HIV & AIDS Legal Clinic Ontario and Health Justice Program -> Andrew Lokan, Mannu Chowdhury
[Intervener] Canadian Council for Refugees -> Kamaljit Kaur Lehal, Jamie Liew
[Intervener] The City of Calgary -> Henry Chan
[Intervener] Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (the SM-4) -> M. Alyssa Holland, David K. Wilson, Julie Mouris
[Intervener] The National Association of Pharmacy Regulatory Authorities -> William W. Shores, K.C., Annabritt N. Chisholm
[Intervener] Association québécoise des avocats et avocates en droit de l’immigration -> Lawrence David, Gjergji Hasa
[Intervener] Workers’ Compensation Board of British Columbia -> Johanna Goosen
[Intervener] Attorney General of Ontario -> Judie Im
[Intervener] Canadian Association of Refugee Lawyers -> Andrew J. Brouwer
[Intervener] Advocates for the Rule of Law -> Peter Joseph Henein, Ewa Krajewska, Brandon Chung
[Intervener] Ecojustice Canada Society -> Lindsay Beck, Sean Nixon
[Intervener] Attorney General for Saskatchewan -> Kyle McCreary
[Intervener] Attorney General of Quebec -> Stéphane Rochette, Franchesca Boucher",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20730/index.do
40570,TransAlta Generation Partnership v. Alberta,"[Intervener] Attorney General of British Columbia -> Emily Lapper, Christine Bant
[Intervener] Trial Lawyers Association of British Columbia -> Aubin P. Calvert, Devin Eeg
[Intervener] HIV & AIDS Legal Clinic Ontario and Health Justice Program -> Andrew Lokan, Mannu Chowdhury
[Intervener] Attorney General of Quebec -> Stéphane Rochette, Francesca Boucher
[Intervener] Chicken Farmers of Canada, Egg Farmers of Canada, Turkey Farmers of Canada and Canadian Hatching Egg Producers (“the SM-4”) -> M. Alyssa Holland, David K. Wilson, Julie Mouris
[Intervener] Workers’ Compensation Board of British Columbia -> Johanna Goosen
[Intervener] Attorney General of Ontario -> Judie Im
[Intervener] Canadian Association of Refugee Lawyers -> Andrew J. Brouwer
[Intervener] Association québécoise des avocats et avocates en droit de l’immigration -> Lawrence David, Gjergji Hasa
[Intervener] Advocates for the Rule of Law -> Peter Joseph Henein, Ewa Krajewska, Brandon Chung
[Intervener] Attorney General for Saskatchewan -> Kyle McCreary
[Intervener] The National Association of Pharmacy Regulatory Authorities -> William W. Shores, K.C., Annabritt N. Chisholm",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20731/index.do
40619,Quebec (Attorney General) v. Pekuakamiulnuatsh Takuhikan,"[Intervener] Attorney General of Canada -> François Joyal, Marie-Ève Robillard
[Intervener] Attorney General of Ontario -> David Tortell, Charles Hinse-MacCulloch
[Intervener] Attorney General of Saskatchewan -> R. James Fyfe, K.C.
[Intervener] Attorney General of Alberta -> Angela Edgington, Krista D. Epton
[Intervener] Assembly of First Nations Quebec-Labrador -> Marie-Eve Dumont, Sara Andrade, Wade MacAulay, Jameela Jeeroburkhan
[Intervener] Congress of Aboriginal Peoples -> Andrew Lokan, Glynnis Hawe
[Intervener] Assembly of Manitoba Chiefs -> Carly Fox, Nick Saunders
[Intervener] Indigenous Police Chiefs of Ontario -> Julian N. Falconer, Asha James, Jeremy Greenberg
[Intervener] First Nations Child & Family Caring Society of Canada -> Naiomi W. Metallic, Logan Stack
[Intervener] Okanagan Indian Band -> Claire Truesdale, Mary (Molly) Churchill
[Intervener] Assembly of First Nations -> Julie McGregor",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20755/index.do
40864,Sanis Health Inc. v. British Columbia,"[Intervener] Attorney General of Canada -> Christine Mohr, Michelle Kellam
[Intervener] Attorney General of Ontario -> S. Zachary Green, Ryan Cookson
[Intervener] Attorney General of Quebec -> Laurie Anctil, Marie-Catherine Bolduc, Pierre-Luc Beauchesne
[Intervener] Attorney General of Nova Scotia -> Edward A. Gores, K.C., Agnes MacNeil, K.C.
[Intervener] Attorney General of New Brunswick -> Rose Campbell, Véronique R. Guitard
[Intervener] Attorney General of Manitoba -> Michael Bodner
[Intervener] Attorney General of Prince Edward Island -> Caroline Davison
[Intervener] Attorney General of Saskatchewan -> Noah Wernikowski, Justin Stevenson
[Intervener] Attorney General of Alberta -> Brooklyn LeClair, David Kamal
[Intervener] Attorney General of the Northwest Territories -> Mark Ishack, Thomas E. Wallwork
[Intervener] Attorney General of Yukon Territory -> I.H. Fraser
[Intervener] Groupe Jean Coutu and Pro Doc Ltd. -> Roger J.F. Lepage, Q.C., Fadi Amine",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20760/index.do
40465,R. v. Campbell,"[Intervener] Attorney General of Ontario -> Matthew Asma, Emily Marrocco
[Intervener] Attorney General of Alberta -> Christine Rideout, K.C.
[Intervener] National Council of Canadian Muslims -> Mannu Chowdhury
[Intervener] Criminal Lawyers' Association (Ontario) -> Gerald Chan
[Intervener] Canadian Civil Liberties Association -> Nader R. Hasan, Stephen Aylward
[Intervener] Criminal Trial Lawyers' Association -> Derek Jugnauth, Tania Shapka
[Intervener] British Columbia Civil Liberties Association -> Daniel J. Song, K.C., Veronica Martisius
[Intervener] Director of criminal and penal prosecutions -> Lina Thériault, Pauline Lachance
[Intervener] Trial Lawyers Association of British Columbia -> Eric V. Gottardi, K.C., Sarah Pringle
[Intervener] Independent Criminal Defence Advocacy Society -> Matthew A. Nathanson, Rachel M. Wood",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20772/index.do
40061,"Reference re An Act respecting First Nations, Inuit and Métis children, youth and families","[Intervener] Attorney General of Manitoba -> Deborah L. Carlson, Kathryn Hart, Heather Leonoff, K.C.
[Intervener] Attorney General of British Columbia -> Leah Greathead
[Intervener] Grand Council of Treaty #3 -> Robert Janes, K.C., Naomi Moses
[Intervener] Innu Takuaikan Uashat Mak Mani-Utenam (ITUM), agissant comme bande traditionnelle et au nom des Innus de Uashat Mak Mani-Utenam -> James A. O'Reilly, Ad.E., Marie-Claude André-Grégoire, Michelle Corbu, Vincent Carney
[Intervener] Federation of Sovereign Indigenous Nations -> Michael Seed, Nicholas Dodd, Rosa Victoria Adams
[Intervener] Peguis Child and Family Services -> Hafeez Khan, Earl C. Stevenson
[Intervener] Native Women's Association of Canada -> Sarah Niman, Kira Poirier
[Intervener] Council of Yukon First Nations -> Tammy Shoranick, Daryn Leas, James M. Coady
[Intervener] Indigenous Bar Association in Canada -> Paul Seaman, Keith Brown
[Intervener] Chiefs of Ontario -> Maggie Wente, Krista Nerland
[Intervener] Inuvialuit Regional Corporation -> Katherine Hensel, Kristie Tsang, Todd Orvitz
[Intervener] Inuit Tapiriit Kanatami, Nunatsiavut Government and Nunavut Tunngavik Incorporated -> Brian A. Crane, K.C., Graham Ragan, Alyssa Flaherty-Spence, Kate Darling
[Intervener] NunatuKavut Community Council -> Jason Cooke, Ashley Hamp-Gonsalves
[Intervener] Lands Advisory Board -> William B. Henderson
[Intervener] Métis National Council, Métis Nation-Saskatchewan, Métis Nation of Alberta, Métis Nation British Columbia, Métis Nation of Ontario and Les femmes Michif Otipemisiwak -> Jason T. Madden, Alexander DeParde, Emilie N. Lahaie
[Intervener] Listuguj Mi'Gmaq Government -> Zachary Davis, Riley Weyman
[Intervener] Congress of Aboriginal Peoples -> Andrew K. Lokan, Glynnis Hawe
[Intervener] First Nations Family Advocate Office -> Joëlle Pastora Sala, Allison Fenske, Maximilian Griffin-Rill, Adrienne Cooper
[Intervener] Assembly of Manitoba Chiefs -> David Outerbridge, Craig Gilchrist, Rebecca Amoah
[Intervener] First Nations of the Maa-Nulth Treaty Society -> Maegen M. Giltrow, K.C., Natalia Sudeyko, Lisa Glowacki
[Intervener] Tribal Chiefs Ventures Inc. -> Aaron Christoff, Brent Murphy
[Intervener] Union of British Columbia Indian Chiefs, First Nations Summit of British Columbia and British Columbia Assembly of First Nations -> Gib van Ert, Fraser Harland, Mary Ellen Turpel-Lafond
[Intervener] David Asper Centre for Constitutional Rights -> Jessica Orkin, Natai Shelsen
[Intervener] Regroupement Petapan -> François G. Tremblay, Benoît Amyot
[Intervener] Canadian Constitution Foundation -> Jesse Hartery, Simon Bouthillier, Allison Spiegel
[Intervener] Carrier Sekani Family Services Society, Cheslatta Carrier Nation, Nadleh Whuten, Saik'uz First Nation and Stellat'en First Nation -> Scott A. Smith
[Intervener] Conseil des Atikamekw d'Opitciwan -> Kevin Ajmo, Frédéric Boily, Stéphanie Ajmo, Jean-François Delisle
[Intervener] Vancouver Aboriginal Child and Family Services Society -> Maxime Faille
[Intervener] Nishnawbe Aski Nation -> Julian N. Falconer, Christopher Rapson, Mitchell Goldenberg
[Intervener] Attorney General of the Northwest Territories -> Trisha Paradis, Sandra Jungles",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20264/index.do
40269,R. v. Bykovets,"[Intervener] Director of Public Prosecutions -> David W. Schermbrucker, Allyson Ratsoy
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Cameron Cotton O'Brien
[Intervener] Attorney General of British Columbia -> Micah Rankin, K.C., Rome Carot, Michael Barrenger
[Intervener] Attorney General of Ontario -> Jeremy Streeter, Andrew Hotke
[Intervener] British Columbia Civil Liberties Association -> Daniel J. Song, KC, Stephen Chin",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20302/index.do
40095,R. v. Kruk,"[Intervener] Independent Criminal Defence Advocacy Society -> Gregory P. Delbigio, Q.C., Daniel J. Song, K.C.
[Intervener] Criminal Lawyers' Association (Ontario) -> Breana Vandebeek
[Intervener] Trial Lawyers Association of British Columbia -> Mark Iyengar",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20315/index.do
39635,R. v. Haevischer,"[Intervener] Director of Public Prosecutions -> David W. Schermbrucker, Elaine Reid
[Intervener] Attorney General of Ontario -> Katie Doherty
[Intervener] Criminal Lawyers' Association (Ontario) -> Scott C. Hutchison, Sarah Strban
[Intervener] Independent Criminal Defence Advocacy Society -> Matthew A. Nathanson, Mika Chow
[Intervener] Criminal Trial Lawyers' Association (Alberta) -> Stacey M. Purser, Graham Johnson
[Intervener] Trial Lawyers Association of British Columbia -> Tony C. Paisana
[Intervener] Canadian Civil Liberties Association -> Andrew Matheson, Natalie V. Kolos",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19851/index.do
